lng,lat,date,customdate,time,customtime,crime,location,region,province,modus,crimetype,station,moduscode,date_com,datechar
121.035,14.7003,2018-07-03,"Tue - Jul 3, 2018",02:00:00,2:00:AM,THEFT,"San Bartolome, Novaliches, Quezon City, NCR",130000000,137700000,Salisi (Establishment),10,Police Station 04 Novaliches,mc68,0000-00-00,Tue - Jul 
121.018,14.6645,2018-07-03,"Tue - Jul 3, 2018",04:30:00,4:30:AM,Drug Related Incident (RA 9165),"Bahay Toro, Talipapa, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 03 Talipapa,mc00,0000-00-00,Tue - Jul 
121.074,14.7055,2018-07-03,"Tue - Jul 3, 2018",16:14:00,4:14:PM,THEFT,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Pick-Pocketing,10,Police Station 05 Fairview,mc13,0000-00-00,Tue - Jul 
121.06,14.712,2018-07-03,"Tue - Jul 3, 2018",16:59:00,4:59:PM,Vehicular Traffic Accident,"North Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Tue - Jul 
121.061,14.7355,2018-07-03,"Tue - Jul 3, 2018",05:15:00,5:15:AM,Vehicular Traffic Accident,"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Tue - Jul 
121.036,14.7022,2018-07-03,"Tue - Jul 3, 2018",15:00:00,3:00:PM,ANTI-CARNAPPING ACT (R.A. 6539) MC,"San Bartolome, Novaliches, Quezon City, NCR",130000000,137700000,Swpu (Stolen While Parked),366,Police Station 04 Novaliches,mc86,0000-00-00,Tue - Jul 
121.07,14.6077,2018-07-03,"Tue - Jul 3, 2018",19:31:00,7:31:PM,ROBBERY,"Camp Aguinaldo, Project 4, Quezon City, NCR",130000000,137700000,Akyat Bahay,8,Police Station 08 Project 4,mc49,0000-00-00,Tue - Jul 
121.052,14.6254,2018-07-03,"Tue - Jul 3, 2018",03:40:00,3:40:AM,Drug Related Incident (RA 9165),"E. Rodriguez, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 07 Cubao,mc00,0000-00-00,Tue - Jul 
121.059,14.7302,2018-07-03,"Tue - Jul 3, 2018",12:50:00,12:50:PM,Vehicular Traffic Accident,"Greater Lagro, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Tue - Jul 
121.055,14.6211,2018-07-03,"Tue - Jul 3, 2018",14:30:00,2:30:PM,THEFT,"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Shoplifting,10,Police Station 07 Cubao,mc72,0000-00-00,Tue - Jul 
121.058,14.7268,2018-07-03,"Tue - Jul 3, 2018",16:50:00,4:50:PM,Vehicular Traffic Accident,"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Tue - Jul 
121.104,14.6923,2018-07-04,"Wed - Jul 4, 2018",00:00:00,12:00:AM,ROBBERY,"Bagong Silangan, Batasan, Quezon City, NCR",130000000,137700000, in an Uninhabited Place and by a Band,8,Police Station 06 Batasan,mc23,0000-00-00,Wed - Jul 
121.011,14.6559,2018-07-03,"Tue - Jul 3, 2018",23:30:00,11:30:PM,Drug Related Incident (RA 9165),"Apolonio Samson, La Loma, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 01 La Loma,mc00,0000-00-00,Tue - Jul 
121.001,14.6182,2018-07-03,"Tue - Jul 3, 2018",20:00:00,8:00:PM,RAPE (Art. 266-A RC & R.A.8353),"Santa Teresita, La Loma, Quezon City, NCR",130000000,137700000,Deprived of Reason or Unconcious (Under the Influence of Liquior),7,Police Station 01 La Loma,mc19,0000-00-00,Tue - Jul 
121.046,14.6318,2018-07-03,"Tue - Jul 3, 2018",18:00:00,6:00:PM,Drug Related Incident (RA 9165),"Pinyahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 10 Kamuning,mc00,0000-00-00,Tue - Jul 
121.065,14.6477,2018-07-03,"Tue - Jul 3, 2018",23:30:00,11:30:PM,Drug Related Incident (RA 9165),"U.P. Campus, Quirino, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 09 Quirino,mc00,0000-00-00,Tue - Jul 
121.051,14.6322,2018-07-04,"Wed - Jul 4, 2018",00:30:00,12:30:AM,Drug Related Incident (RA 9165),"Pinyahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 10 Kamuning,mc00,0000-00-00,Wed - Jul 
121.047,14.6272,2018-07-03,"Tue - Jul 3, 2018",21:52:00,9:52:PM,ROBBERY,"Pinagkaisahan, Kamuning, Quezon City, NCR",130000000,137700000,Bag/Purse Snatching,8,Police Station 10 Kamuning,mc7,0000-00-00,Tue - Jul 
121.074,14.6593,2018-07-04,"Wed - Jul 4, 2018",01:45:00,1:45:AM,Drug Related Incident (RA 9165),"U.P. Campus, Quirino, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 09 Quirino,mc00,0000-00-00,Wed - Jul 
121.034,14.6522,2018-07-03,"Tue - Jul 3, 2018",10:50:00,10:50:AM,THEFT,"Bagong Pag-Asa, Baler, Quezon City, NCR",130000000,137700000,Shoplifting,10,Police Station 02 Masambong,mc72,0000-00-00,Tue - Jul 
121.035,14.6328,2018-07-03,"Tue - Jul 3, 2018",13:55:00,1:55:PM,Vehicular Traffic Accident,"Laging Handa, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Tue - Jul 
121.026,14.6369,2018-07-03,"Tue - Jul 3, 2018",17:10:00,5:10:PM,Vehicular Traffic Accident,"South Triangle, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Tue - Jul 
121.043,14.6243,2018-07-03,"Tue - Jul 3, 2018",02:55:00,2:55:AM,Vehicular Traffic Accident,"Immaculate Concepcion, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Tue - Jul 
121.047,14.628,2018-07-03,"Tue - Jul 3, 2018",11:30:00,11:30:AM,Vehicular Traffic Accident,"Pinagkaisahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Tue - Jul 
121.089,14.6952,2018-07-04,"Wed - Jul 4, 2018",13:30:00,1:30:PM,Drug Related Incident (RA 9165),"Commonwealth, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Wed - Jul 
121.04,14.6291,2018-07-03,"Tue - Jul 3, 2018",10:30:00,10:30:AM,Vehicular Traffic Accident,"Kamuning, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Tue - Jul 
121.071,14.7067,2018-07-04,"Wed - Jul 4, 2018",08:55:00,8:55:AM,THEFT,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Basag Kotse,10,Police Station 05 Fairview,mc19,0000-00-00,Wed - Jul 
121.027,14.7199,2018-07-04,"Wed - Jul 4, 2018",13:00:00,1:00:PM,THEFT,"Nagkaisang Nayon, Novaliches, Quezon City, NCR",130000000,137700000,Qualified Theft,10,Police Station 04 Novaliches,mc66,0000-00-00,Wed - Jul 
121.019,14.6551,2018-07-03,"Tue - Jul 3, 2018",21:30:00,9:30:PM,Drug Related Incident (RA 9165),"Katipunan, Baler, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 02 Masambong,mc00,0000-00-00,Tue - Jul 
121.021,14.6575,2018-07-04,"Wed - Jul 4, 2018",07:00:00,7:00:AM,THEFT,"Veterans Village, Baler, Quezon City, NCR",130000000,137700000,Pick-Pocketing,10,Police Station 02 Masambong,mc13,0000-00-00,Wed - Jul 
121.091,14.6933,2018-07-04,"Wed - Jul 4, 2018",15:15:00,3:15:PM,PHYSICAL INJURIES,"Batasan Hills, Batasan, Quezon City, NCR",130000000,137700000,Mauling,6,Police Station 06 Batasan,mc92,0000-00-00,Wed - Jul 
121.092,14.686,2018-07-03,"Tue - Jul 3, 2018",15:30:00,3:30:PM,Drug Related Incident (RA 9165),"Batasan Hills, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Tue - Jul 
121.059,14.738,2018-07-04,"Wed - Jul 4, 2018",12:40:00,12:40:PM,Vehicular Traffic Accident,"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Wed - Jul 
121.048,14.7337,2018-07-04,"Wed - Jul 4, 2018",12:20:00,12:20:PM,Vehicular Traffic Accident,"Kaligayahan, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Wed - Jul 
121.048,14.7363,2018-07-04,"Wed - Jul 4, 2018",17:25:00,5:25:PM,Vehicular Traffic Accident,"Kaligayahan, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Wed - Jul 
121.014,14.6228,2018-07-03,"Tue - Jul 3, 2018",23:00:00,11:00:PM,Drug Related Incident (RA 9165),"Tatalon, Galas, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 11 Galas,mc00,0000-00-00,Tue - Jul 
121.018,14.6059,2018-07-04,"Wed - Jul 4, 2018",03:00:00,3:00:AM,THEFT,"Santol, Galas, Quezon City, NCR",130000000,137700000,Parts and Accessories of Motor Vehicle,10,Police Station 11 Galas,mc14,0000-00-00,Wed - Jul 
121.02,14.6203,2018-07-04,"Wed - Jul 4, 2018",16:00:00,4:00:PM,Drug Related Incident (RA 9165),"Tatalon, Galas, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 11 Galas,mc00,0000-00-00,Wed - Jul 
121.011,14.6221,2018-07-04,"Wed - Jul 4, 2018",20:05:00,8:05:PM,Drug Related Incident (RA 9165),"Tatalon, Galas, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 11 Galas,mc00,0000-00-00,Wed - Jul 
121.017,14.6516,2018-07-04,"Wed - Jul 4, 2018",22:30:00,10:30:PM,Drug Related Incident (RA 9165),"San Antonio, Baler, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 02 Masambong,mc00,0000-00-00,Wed - Jul 
121.022,14.6597,2018-07-04,"Wed - Jul 4, 2018",23:30:00,11:30:PM,ROBBERY,"Ramon Magsaysay, Baler, Quezon City, NCR",130000000,137700000,Hold Up,8,Police Station 02 Masambong,mc8,0000-00-00,Wed - Jul 
121.086,14.6979,2018-07-04,"Wed - Jul 4, 2018",14:30:00,2:30:PM,Drug Related Incident (RA 9165),"Commonwealth, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Wed - Jul 
121.092,14.688,2018-07-04,"Wed - Jul 4, 2018",23:00:00,11:00:PM,Drug Related Incident (RA 9165),"Batasan Hills, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Wed - Jul 
121.089,14.6013,2018-07-04,"Wed - Jul 4, 2018",13:00:00,1:00:PM,THEFT,"Bagumbayan, Libis, Quezon City, NCR",130000000,137700000,Plain Theft,10,Police Station 12 Libis,mc28,0000-00-00,Wed - Jul 
121.053,14.7058,2018-07-05,"Thu - Jul 5, 2018",05:00:00,5:00:AM,Drug Related Incident (RA 9165),"Santa Lucia, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 05 Fairview,mc00,0000-00-00,Thu - Jul 
121.044,14.6296,2018-07-03,"Tue - Jul 3, 2018",16:00:00,4:00:PM,THEFT,"Kamuning, Kamuning, Quezon City, NCR",130000000,137700000,Plain Theft,10,Police Station 10 Kamuning,mc28,0000-00-00,Tue - Jul 
121.009,14.6562,2018-07-05,"Thu - Jul 5, 2018",04:00:00,4:00:AM,Drug Related Incident (RA 9165),"Apolonio Samson, La Loma, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 01 La Loma,mc00,0000-00-00,Thu - Jul 
121.042,14.6241,2018-07-04,"Wed - Jul 4, 2018",17:05:00,5:05:PM,Drug Related Incident (RA 9165),"Immaculate Concepcion, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 10 Kamuning,mc00,0000-00-00,Wed - Jul 
121.013,14.6401,2018-07-05,"Thu - Jul 5, 2018",05:45:00,5:45:AM,PHYSICAL INJURIES,"Masambong, Baler, Quezon City, NCR",130000000,137700000,Mauling,6,Police Station 02 Masambong,mc92,0000-00-00,Thu - Jul 
121.004,14.6198,2018-07-04,"Wed - Jul 4, 2018",20:45:00,8:45:PM,THEFT,"Doña Josefa, Galas, Quezon City, NCR",130000000,137700000,Snatching,10,Police Station 11 Galas,mc73,0000-00-00,Wed - Jul 
121.044,14.6847,2018-07-05,"Thu - Jul 5, 2018",00:30:00,12:30:AM,Drug Related Incident (RA 9165),"Tandang Sora, Talipapa, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 03 Talipapa,mc00,0000-00-00,Thu - Jul 
121.069,14.6757,2018-07-04,"Wed - Jul 4, 2018",22:45:00,10:45:PM,Drug Related Incident (RA 9165),"Pasong Tamo, Talipapa, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 03 Talipapa,mc00,0000-00-00,Wed - Jul 
121.069,14.6797,2018-07-04,"Wed - Jul 4, 2018",22:50:00,10:50:PM,Drug Related Incident (RA 9165),"Pasong Tamo, Talipapa, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 03 Talipapa,mc00,0000-00-00,Wed - Jul 
121.02,14.6854,2018-07-05,"Thu - Jul 5, 2018",03:30:00,3:30:AM,Drug Related Incident (RA 9165),"Talipapa, Talipapa, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 03 Talipapa,mc00,0000-00-00,Thu - Jul 
121.05,14.6448,2018-07-05,"Thu - Jul 5, 2018",00:45:00,12:45:AM,ROBBERY,"Central, Kamuning, Quezon City, NCR",130000000,137700000,Extortion,8,Police Station 10 Kamuning,mc96,0000-00-00,Thu - Jul 
121.062,14.6229,2018-07-05,"Thu - Jul 5, 2018",00:10:00,12:10:AM,Drug Related Incident (RA 9165),"San Roque, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 07 Cubao,mc00,0000-00-00,Thu - Jul 
121.062,14.6208,2018-07-05,"Thu - Jul 5, 2018",02:15:00,2:15:AM,Drug Related Incident (RA 9165),"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 07 Cubao,mc00,0000-00-00,Thu - Jul 
121.063,14.6147,2018-07-04,"Wed - Jul 4, 2018",17:25:00,5:25:PM,PHYSICAL INJURIES,"San Roque, Cubao, Quezon City, NCR",130000000,137700000,Mauling,6,Police Station 07 Cubao,mc92,0000-00-00,Wed - Jul 
121.059,14.612,2018-07-04,"Wed - Jul 4, 2018",20:00:00,8:00:PM,PHYSICAL INJURIES,"Socorro, Cubao, Quezon City, NCR",130000000,137700000,Stabbing/Hacking,6,Police Station 07 Cubao,mc94,0000-00-00,Wed - Jul 
121.066,14.6138,2018-07-04,"Wed - Jul 4, 2018",20:15:00,8:15:PM,PHYSICAL INJURIES,"San Roque, Cubao, Quezon City, NCR",130000000,137700000,Stabbing/Hacking,6,Police Station 07 Cubao,mc94,0000-00-00,Wed - Jul 
121.066,14.6405,2018-07-05,"Thu - Jul 5, 2018",20:30:00,8:30:PM,Drug Related Incident (RA 9165),"U.P. Campus, Quirino, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 09 Quirino,mc00,0000-00-00,Thu - Jul 
121.054,14.6109,2018-07-03,"Tue - Jul 3, 2018",07:15:00,7:15:AM,Vehicular Traffic Accident,"Bagong Lipunan Ng Crame, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Tue - Jul 
121.054,14.6139,2018-07-03,"Tue - Jul 3, 2018",09:30:00,9:30:AM,Vehicular Traffic Accident,"Bagong Lipunan Ng Crame, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Tue - Jul 
121.05,14.6186,2018-07-03,"Tue - Jul 3, 2018",03:40:00,3:40:AM,Vehicular Traffic Accident,"Kaunlaran, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Tue - Jul 
121.051,14.611,2018-07-03,"Tue - Jul 3, 2018",15:00:00,3:00:PM,Vehicular Traffic Accident,"Bagong Lipunan Ng Crame, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Tue - Jul 
121.05,14.6186,2018-07-03,"Tue - Jul 3, 2018",17:20:00,5:20:PM,Vehicular Traffic Accident,"San Martin De Porres, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Tue - Jul 
121.041,14.6151,2018-07-03,"Tue - Jul 3, 2018",19:00:00,7:00:PM,Vehicular Traffic Accident,"Kaunlaran, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Tue - Jul 
121.048,14.6194,2018-07-03,"Tue - Jul 3, 2018",15:30:00,3:30:PM,Vehicular Traffic Accident,"Kaunlaran, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Tue - Jul 
121.054,14.6138,2018-07-05,"Thu - Jul 5, 2018",09:15:00,9:15:AM,Vehicular Traffic Accident,"Bagong Lipunan Ng Crame, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Thu - Jul 
121.054,14.6135,2018-07-05,"Thu - Jul 5, 2018",10:00:00,10:00:AM,Vehicular Traffic Accident,"Bagong Lipunan Ng Crame, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Thu - Jul 
121.04,14.6167,2018-07-05,"Thu - Jul 5, 2018",11:45:00,11:45:AM,Vehicular Traffic Accident,"Valencia, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Thu - Jul 
121.036,14.6133,2018-07-04,"Wed - Jul 4, 2018",08:30:00,8:30:AM,Vehicular Traffic Accident,"Valencia, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Wed - Jul 
121.052,14.612,2018-07-04,"Wed - Jul 4, 2018",10:20:00,10:20:AM,Vehicular Traffic Accident,"Bagong Lipunan Ng Crame, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Wed - Jul 
121.056,14.6075,2018-07-04,"Wed - Jul 4, 2018",20:28:00,8:28:PM,Vehicular Traffic Accident,"Bagong Lipunan Ng Crame, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Wed - Jul 
121.054,14.6137,2018-07-04,"Wed - Jul 4, 2018",08:15:00,8:15:AM,Vehicular Traffic Accident,"Bagong Lipunan Ng Crame, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Wed - Jul 
121.05,14.6206,2018-07-04,"Wed - Jul 4, 2018",08:05:00,8:05:AM,Vehicular Traffic Accident,"San Martin De Porres, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Wed - Jul 
121.056,14.6073,2018-07-05,"Thu - Jul 5, 2018",06:30:00,6:30:AM,Vehicular Traffic Accident,"Bagong Lipunan Ng Crame, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Thu - Jul 
121.054,14.6141,2018-07-05,"Thu - Jul 5, 2018",09:20:00,9:20:AM,Vehicular Traffic Accident,"Bagong Lipunan Ng Crame, Cubao, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 07 Cubao,mc00,0000-00-00,Thu - Jul 
121.08,14.7049,2018-07-04,"Wed - Jul 4, 2018",20:40:00,8:40:PM,Vehicular Traffic Accident,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Wed - Jul 
121.073,14.7053,2018-07-05,"Thu - Jul 5, 2018",05:40:00,5:40:AM,Vehicular Traffic Accident,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Thu - Jul 
121.048,14.734,2018-07-05,"Thu - Jul 5, 2018",00:30:00,12:30:AM,Vehicular Traffic Accident,"Kaligayahan, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Thu - Jul 
121.058,14.7386,2018-07-05,"Thu - Jul 5, 2018",04:45:00,4:45:AM,Vehicular Traffic Accident,"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Thu - Jul 
121.056,14.74,2018-07-05,"Thu - Jul 5, 2018",05:25:00,5:25:AM,Vehicular Traffic Accident,"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Thu - Jul 
121.054,14.718,2018-07-05,"Thu - Jul 5, 2018",14:30:00,2:30:PM,Vehicular Traffic Accident,"North Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Thu - Jul 
121.052,14.7211,2018-07-05,"Thu - Jul 5, 2018",19:45:00,7:45:PM,Vehicular Traffic Accident,"Pasong Putik Proper (Pasong Putik), Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Thu - Jul 
121.104,14.7161,2018-07-05,"Thu - Jul 5, 2018",22:00:00,10:00:PM,Drug Related Incident (RA 9165),"Payatas, Batasan, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 06 Batasan,mc00,0000-00-00,Thu - Jul 
121.068,14.6221,2018-07-05,"Thu - Jul 5, 2018",20:50:00,8:50:PM,Drug Related Incident (RA 9165),"Marilag, Project 4, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 08 Project 4,mc00,0000-00-00,Thu - Jul 
121.039,14.6522,2018-07-05,"Thu - Jul 5, 2018",18:30:00,6:30:PM,Drug Related Incident (RA 9165),"Bagong Pag-Asa, Baler, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 02 Masambong,mc00,0000-00-00,Thu - Jul 
121,14.651,2018-07-05,"Thu - Jul 5, 2018",16:30:00,4:30:PM,ROBBERY,"Balingasa, La Loma, Quezon City, NCR",130000000,137700000,Hold-Up W/ Sharp Object,8,Police Station 01 La Loma,mc55,0000-00-00,Thu - Jul 
121.03,14.6566,2018-07-05,"Thu - Jul 5, 2018",20:00:00,8:00:PM,THEFT,"Bagong Pag-Asa, Baler, Quezon City, NCR",130000000,137700000,Shoplifting,10,Police Station 02 Masambong,mc72,0000-00-00,Thu - Jul 
121.006,14.6558,2018-07-05,"Thu - Jul 5, 2018",23:30:00,11:30:PM,Drug Related Incident (RA 9165),"Apolonio Samson, La Loma, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 01 La Loma,mc00,0000-00-00,Thu - Jul 
121.031,14.6939,2018-07-06,"Fri - Jul 6, 2018",01:30:00,1:30:AM,PHYSICAL INJURIES,"Bagbag, Novaliches, Quezon City, NCR",130000000,137700000,Mauling,6,Police Station 04 Novaliches,mc92,0000-00-00,Fri - Jul 
120.995,14.6259,2018-07-06,"Fri - Jul 6, 2018",02:00:00,2:00:AM,Drug Related Incident (RA 9165),"Salvacion, La Loma, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 01 La Loma,mc00,0000-00-00,Fri - Jul 
121.034,14.7067,2018-07-06,"Fri - Jul 6, 2018",04:30:00,4:30:AM,ROBBERY,"San Bartolome, Novaliches, Quezon City, NCR",130000000,137700000,Akyat Bahay,8,Police Station 04 Novaliches,mc49,0000-00-00,Fri - Jul 
121.051,14.6389,2018-07-05,"Thu - Jul 5, 2018",18:40:00,6:40:PM,Drug Related Incident (RA 9165),"Pinyahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 10 Kamuning,mc00,0000-00-00,Thu - Jul 
121.067,14.7066,2018-07-05,"Thu - Jul 5, 2018",13:45:00,1:45:PM,Vehicular Traffic Accident,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Thu - Jul 
121.078,14.705,2018-07-05,"Thu - Jul 5, 2018",15:30:00,3:30:PM,Vehicular Traffic Accident,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Thu - Jul 
121.069,14.7061,2018-07-05,"Thu - Jul 5, 2018",19:00:00,7:00:PM,Vehicular Traffic Accident,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Thu - Jul 
121.024,14.6331,2018-07-05,"Thu - Jul 5, 2018",19:15:00,7:15:PM,THEFT,"Paligsahan, Kamuning, Quezon City, NCR",130000000,137700000,Basag Salamin,10,Police Station 10 Kamuning,mc18,0000-00-00,Thu - Jul 
121.067,14.7064,2018-07-05,"Thu - Jul 5, 2018",21:02:00,9:02:PM,Vehicular Traffic Accident,"Fairview, Fairview, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 05 Fairview,mc00,0000-00-00,Thu - Jul 
121.045,14.6305,2018-07-05,"Thu - Jul 5, 2018",23:00:00,11:00:PM,PHYSICAL INJURIES,"Sacred Heart, Kamuning, Quezon City, NCR",130000000,137700000,Mauling,6,Police Station 10 Kamuning,mc92,0000-00-00,Thu - Jul 
121.076,14.6929,2018-07-06,"Fri - Jul 6, 2018",01:00:00,1:00:AM,ANTI-CARNAPPING ACT (R.A. 6539) MC,"Payatas, Batasan, Quezon City, NCR",130000000,137700000,Forcibly Taken,366,Police Station 06 Batasan,mc87,0000-00-00,Fri - Jul 
121.049,14.6329,2018-07-05,"Thu - Jul 5, 2018",23:20:00,11:20:PM,Drug Related Incident (RA 9165),"Pinyahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,916,Police Station 10 Kamuning,mc00,0000-00-00,Thu - Jul 
121.023,14.7009,2018-07-05,"Thu - Jul 5, 2018",22:00:00,10:00:PM,THEFT,"Bagbag, Novaliches, Quezon City, NCR",130000000,137700000,Qualified Theft,10,Police Station 04 Novaliches,mc66,0000-00-00,Thu - Jul 
121.047,14.6274,2018-07-04,"Wed - Jul 4, 2018",07:45:00,7:45:AM,Vehicular Traffic Accident,"Pinagkaisahan, Kamuning, Quezon City, NCR",130000000,137700000,Not Indicated,123,Police Station 10 Kamuning,mc00,0000-00-00,Wed - Jul 
121.037,14.6385,2018-07-06,"Fri - Jul 6, 2018",04:00:00,4:00:AM,PHYSICAL INJURIES,"South Triangle, Kamuning, Quezon City, NCR",130000000,137700000,Mauling,6,Police Station 10 Kamuning,mc92,0000-00-00,Fri - Jul 
